OSN,LAT,LONG,ALT,SDMT,BIO_N,BIO_C,BRG_N,BRG_C,ACANTHACEA,AIZOACEAE,AMARANTHAC,LANNEA_SCL,ILEX_MITIS,AMBROSIEAE,ARTEMISIA,STOEBE,SENECIO,TARCHONANT,AVICENNIA,BALANITES,CAESALPINI,CAPPARIDAC,CLUSIACEAE,COMBRETACE,CONNARACEA,AFROCRANIA,CUPRESSACE,CYPERACEAE,DIDIERACEA,DILLENIACE,EPHEDRA,ERICACEAE,ALCHORNEA,BRIDELIA,CHROZOPHOR,DRYPETES_T,MACARANGA_,FLUEGGEA_T,TETRORCHID,UAPACA,CAMPYLOSTE,SACOGLOTTI,HYMENOCARD,HYPERICUM,ICACINACEA,IRVINGIA_T,HUGONIA,LOBELIA,ANTHOCLEIS,NUXIA_TYPE,MALPIGHIAC,MELIACEAE,ACACIA,CALPOCALYX,DICHROSTAC,ENTADA_TYP,PARKIA,MORACEAE,MYRICA,PYCNANTHUS,MYRSINE_AF,RAPANEA,SYZYGIUM_T,NYCTAGINAC,CAMPYLOSPE,LOPHIRA,SAUVAGESIA,OLEA,BORASSUS_H,ELAEIS_GUI,POACEAE,PODOCARPUS,PROTEACEAE,RHAMNACEAE,RHIZOPHORA,ALCHEMILLA,CLIFFORTIA,HAGENIA_AB,PRUNUS,RUBUS,ANTHOSPERM,IXORA_TYPE,MITRACARPU,ZANTHOXYLU,SALVADORA,ALLOPHYLUS,BLIGHIA,DODONAEA,SAPOTACEAE,COLA_TYPE,TAMARIX,CHRISTIANA,TILIA_TYPE,TRIBULUS,CELTIS,HOLOPTELEA,URTICACEAE,FAGONIA,ZYGOPHYLLU,MICRODESMI,TYPHA,ASTERACEAE,CONYZA_TYP,ACALYPHA,NYMPHAEA,EUPHORBIA_,RHUS_TYPE,PHOENIX,EUCALYPTUS,PINUS,HELICHRYSU,SPERMACOCE,FABACEAE_U,PLANTAGO,EUPHORBIAC,EUCLEA,CICHORIEAE,RUBIACEAE_,INDIGOFERA,TREMA_TYPE,CARYOPHYLL,PULICARIA_,RUMEX,BRASSICACE,APIACEAE,LAMIACEAE,PTERIDOPHY
936,-4.317,35.1,1623,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,0.269784173,0,1.124100719,0,0,0,0,0.044964029,0,0,0,0,0,0,0,0.044964029,0,0,0,58.76798561,0,0,0,0.044964029,0,0,0,0,0.134892086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314748201,0,0,0,0,0.089928058,0.044964029,0,0,0,0.044964029,0,0,0,0,0.134892086,0,0,34.57733813,0.134892086,0,0,0,0.044964029,0,0,0,0,0,0,0,0,0,0,0,0.089928058,0,0,0,0,0,0,0,0,0,0,0,0,0.044964029,1.48381295,0,0.044964029,0,0,0.044964029,0,0,0,0,0,0,0,0,0,0,0,0,0,1.978417266,0,0,0,0,0.449640288,0.044964029
937,-4.33,35.333,1834,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Central Zambezian Miombo woodlands,4,0.150404211,0,0.056401579,0,0,0,0,0,0,0,0,0,0,0,0,0.018800526,0,0,0,92.06617785,0,0,0,0,0,0,0,0,0.018800526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018800526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282007896,0,0,5.752961083,0.338409475,0,0,0,0,0,0.018800526,0,0,0,0,0,0,0,0,0,0.112803158,0,0,0,0,0,0,0,0,0,0,0,0,0.150404211,0.676818951,0,0.018800526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169204738,0,0,0,0,0,0.150404211
938,-4.367,35.083,1628,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,4.013377926,0,36.78929766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.698996656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.682274247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0.668896321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.05351171,0,0,0,0,0,0.334448161
939,-4.567,34.917,1606,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Central Zambezian Miombo woodlands,4,0.064724919,0,34.49838188,0,0,0,0,0.064724919,0,0,0,0,0,0,0,0,0,0,0,17.79935275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064724919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.84142395,0.129449838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682847896,1.812297735,0,0.129449838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.718446602,0,0.064724919,0,0,0,0.129449838
940,-4.383,35.083,1636,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,1.849568434,0,0,0,0,0,0,0.123304562,0,0,0,0,0.246609125,0,0,0.123304562,0,0,0,16.02959309,0,0,0,0.123304562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493218249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.10604192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123304562,0,0,0,0,0,0,0,0,0,0,0,0,0,4.685573366,0,0.369913687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616522811,0,0,0,0,0.123304562,0.986436498
941,-4.667,34.667,1444,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,5.397987191,0,2.378774016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.34766697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045745654,0,0,46.47758463,0.091491308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54894785,2.333028362,0,0,0.091491308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829826167,0,0,0,0.091491308,0.045745654,0.320219579
942,-4.817,34.733,1518,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,1.738122827,0,0.115874855,0,0,0,0,0.057937428,0,0,0,0,0,0,0,0.173812283,0,0,0,29.2004635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23174971,0,0,0,0,0,0.057937428,0,0,0,0.173812283,0,0,0,0,0,0,0,47.33487833,0.115874855,0,0,0,0,0,0.057937428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.443800695,10.54461182,0,0.173812283,0,0,0.115874855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289687138,0,0.057937428,0,0,0,0.115874855
943,-4.85,34.733,1511,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Acacia-Commiphora bushlands and thickets,16,0.455022751,0,0,0,0,0,0,0,0,0,0,0,0.0700035,0,0,0.03500175,0,0,0,16.59082954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210010501,0.10500525,0,0,0,0.0700035,0,0,0,0,0.03500175,0,0,41.7220861,0,0,0,0,0,0,0,0,0,0.140007,0,0,0,0,0,0,0.03500175,0,0,0,0,0,0,0,0,0,0,0,0,38.5719286,1.190059503,0,0.0700035,0.210010501,0,0.0700035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700035,0,0.03500175,0,0.0700035,0.10500525,0.140007
944,-3.267,36.883,1523,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0.089445438,0,2.59391771,0,0,0,0,0.805008945,0,0,0,0,0,0,0,0.089445438,0,0,0,35.15205725,0,0,0,0.089445438,0.089445438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178890877,0,0,0,0,0,0.178890877,0,0,0,0,0,0,0,0,0.178890877,0,0,36.85152057,0.805008945,0,0,0,0.178890877,0,0,0,0,0.089445438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.919499106,5.008944544,0,0.178890877,0,0,0.357781753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53667263,0,0.357781753,0,0,0.626118068,10.64400716
945,-3.233,36.867,1578,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0.354191263,0,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.80873672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118063754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118063754,0,0,30.81463991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118063754,0,0,0,0,0,0,0,0,0,0,0,0,0.236127509,1.889020071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.00826446,0,0,0,0.118063754,0.118063754,0
946,13,14.517,276,Lake,Deserts and Xeric Shrublands,13,Lake Chad flooded savanna,4,0.354609929,0.354609929,0.709219858,0.354609929,0,0,0,0,0,0,0,0,0.354609929,0,0,0.709219858,0,0,0,35.46099291,0,0,0,0,0.709219858,0,0,0,0,0,0,1.418439716,0,0,0,0,0,0,0,0,0,0,0,0.354609929,0.709219858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.19148936,0,0,0,0,0,0,0,0,0,0,0,0.354609929,0,0,0.354609929,0,0,0,0,0,0,0,0,0.354609929,0,0,0,0,0,1.773049645,0.354609929,0,0,0.354609929,0,0,0,0.354609929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418439716
947,13.033,14.633,276,Lake,Deserts and Xeric Shrublands,13,Lake Chad flooded savanna,4,0,0,0.976181179,0.156188989,0,0.117141742,0.039047247,0,0,0,0,0,0,0.312377977,0,0.390472472,0,0,0,67.04412339,0,0,0,0,0.741897696,0,0,0,0,0.039047247,0,2.850449043,0,0,0.078094494,0,0,0,0,0,0,0,0,0,0.117141742,0,0,0.390472472,0,0,0,0,0,0,0.078094494,0,0,0,0,0.429519719,0.078094494,0.039047247,20.0312378,0,0,0,0,0,0,0,0,0,0,0,0.078094494,0.039047247,0.156188989,0,0,0,0,0,0,0,0,0,0.976181179,0,0,0,0,0,3.162827021,0.234283483,0,0,1.015228426,0.039047247,0,0.039047247,0,0,0,0.039047247,0,0,0,0,0,0,0.039047247,0,0,0,0,0.039047247,0,0,0.234283483
948,13.417,14.767,293,Lake,Flooded Grasslands and Savannas,9,Lake Chad flooded savanna,4,0,0,1.305767138,0,0,0.054406964,0.054406964,0,0,0,0,0.108813928,0,0.27203482,0,0,0,0,0,73.61262242,0,0,0,0,0.27203482,0,0.054406964,0,0,0.108813928,0,0.435255713,0,0,0,0,0,0,0,0,0,0,0,0,0.108813928,0,0,0,0,0,0,0,0,0,0.108813928,0,0,0,0,0.054406964,0.054406964,0,17.62785637,0,0,0.054406964,0,0,0,0,0,0,0,0,0.108813928,0,0.598476605,0,0,0,0,0,0,0,0,0,0.380848749,0,0,0,0,0,4.243743199,0.163220892,0,0.054406964,0.163220892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,13.5,14.25,281,Lake,Flooded Grasslands and Savannas,9,Lake Chad flooded savanna,4,0.068965517,0.034482759,2.103448276,0.034482759,0,0,0.137931034,0,0,0,0,0.137931034,0,0.24137931,0,0.034482759,0,0,0,59.55172414,0,0,0,0.068965517,0.586206897,0,0,0,0,0,0,2.034482759,0,0,0.344827586,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0.103448276,0,0,0,0,0,0,0.068965517,0,0,0,0,0.206896552,0.172413793,0,26,0.034482759,0,0,0,0,0,0,0,0,0,0,0.172413793,0,0.034482759,0,0,0,0,0,0,0,0,0,0.172413793,0,0,0,0,0,6.931034483,0.034482759,0,0,0.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0,0,0,0.24137931,0,0,0.103448276
950,13.383,14.083,276,Lake,Deserts and Xeric Shrublands,13,Lake Chad flooded savanna,4,0.094250707,0,0.942507069,0.282752121,0,0.188501414,0,0,0,0,0,0,0,0.094250707,0,0.094250707,0,0,0,59.47219604,0,0,0,0,0.565504241,0,0,0,0,0.094250707,0,2.544769086,0,0,0.094250707,0,0,0,0,0,0,0,0,0,0.094250707,0,0,0.471253534,0,0,0,0,0,0,0.094250707,0,0,0,0,0,0.188501414,0,26.86145146,0,0,0,0,0,0,0,0,0,0,0,0.471253534,0,0.094250707,0,0,0,0,0,0,0,0,0,0.282752121,0,0,0,0,0,5.843543827,0.377002828,0,0,0.377002828,0,0,0.094250707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094250707,0,0,0.188501414
951,13.7,13.417,279,Lake,Deserts and Xeric Shrublands,13,Lake Chad flooded savanna,4,0,0,6.436781609,0,0,0.229885057,0,0,0,0,0,0,0,0,0,0,0,0,0,46.66666667,0,0,0,0,0,0,0,0,0,0,0,0.229885057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229885057,0.229885057,0,32.4137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18390805,0.229885057,0,0,0.91954023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229885057,0,0,0,0,0,0,0,0
952,14.267,13.583,282,Lake,Flooded Grasslands and Savannas,9,Lake Chad flooded savanna,4,0,0,45.32577904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31444759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.47875354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46458924,0.566572238,0,0,0.283286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283286119,0,0,0,0,0,0,0,0
953,14.333,13.167,296,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0,0,6.911764706,0,0,0,0,0,0,0,0,0,0,0.147058824,0,0,0,0,0,33.52941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.05882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47058824,0.147058824,0,0,0.441176471,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,12.417,15.083,291,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0,0,2.66075388,0,0,0,0,0,0,0,0,3.32594235,0,2.2172949,0,0.22172949,0,0,0,2.2172949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.59201774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10864745,0,0,0,0,0,0,0,0,0,1.33037694,0,0,0,0,0,0,0.22172949,0,0,0,0,0,0,0.66518847,0,0,0,0,0,0,0,0
955,12.767,14.75,278,Lake,Deserts and Xeric Shrublands,13,Lake Chad flooded savanna,4,0.25,1.5,0.5,0,0,0.75,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,62.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
956,13.583,14.783,286,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0.193923723,0,0.904977376,0.064641241,0,0,0,0,0,0,0,0.258564964,0,0.129282482,0,0.193923723,0,0,0,67.80866193,0,0,0,0,0,0,0.064641241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323206206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.003878474,0,23.2708468,0,0,0,0,0,0,0,0,0,0,0,0.258564964,0,0.711053652,0,0,0,0,0,0,0,0,0.064641241,0,0,0,0,0.064641241,0,2.391725921,0.193923723,0,0,0,0,0,0.840336134,0,0,0,0,0,0,0,0,0,0,0.064641241,0,0,0,0,0.129282482,0,0,0.064641241
957,12.5,14.9,296,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0,0.501253133,0.501253133,0,0,0,0,0,0,0,0,1.503759398,0,0.250626566,0,0.751879699,0,0,0,15.78947368,0,0,0,0,0.751879699,0.250626566,0,0,0,0,0,0.250626566,0,0,0.501253133,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0.501253133,0,0,0,0,0,0,0.501253133,0,0,0,0,0,0,0,74.93734336,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0,0,0.751879699,0.501253133,0,0,0.250626566,0.250626566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,0.250626566
958,13.833,14.7,296,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0,0.094161959,0.847457627,0,0,0.094161959,0,0,0,0,0,0,0,0.094161959,0,0,0,0,0,29.47269303,0,0,0,0,0,0,0,0,0,0.094161959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506591337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65913371,0,25.04708098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094161959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.90207156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094161959,0,0,0,0,0,0,0,0
959,6.5,1.333,74,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0.373134328,0,7.089552239,0,0,0,0,0,0,0,0,0,0,0,0,5.597014925,0,0,0,9.328358209,0,0,0,0,0,0,0,0,0.746268657,0,0,5.223880597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746268657,0,0,0,0,0,0,0,0,0,0,0,10.44776119,57.08955224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746268657,0,0.373134328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746268657,0,0,0,0,0.373134328,0,0,0,0,0,0,0,0,1.119402985
960,6.55,1.183,78,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,11.41868512,0,0,0,0,0,0,0,0,0,0.346020761,0,0,2.076124567,0,0,0,9.342560554,0,0,0,0,0.692041522,0,0,0,3.806228374,0,0,2.076124567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692041522,0,0,0,0,0,0,38.06228374,22.83737024,0,0,0.346020761,0.346020761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0,0.346020761,0,0,0,0,0,0.346020761,5.53633218,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0.346020761,0,0,0,0,0,0,0,0,0.692041522
961,6.517,1.55,76,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,0.701754386,0,0,0,0,0,0,0,0,0,47.01754386,0,0,0.350877193,0,0,0,9.122807018,0,0,0,0,1.403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350877193,0,0,0,0,0.701754386,0,0,0,0,0,0.350877193,12.63157895,21.75438596,0,0,0,0,0,0,0,0,0,0,0,0,0.350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403508772,2.105263158
962,6.667,1.6,66,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0.210970464,0,36.70886076,0.210970464,0,0,0,0,0,0,0,0,0,0,0,2.742616034,0,0,0,4.852320675,0,0,0,0,0.210970464,0,0,0,0.210970464,0.421940928,0,2.742616034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71308017,28.90295359,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392,0,0,0,0,0,0,0,0,0,0,0.210970464,0,0.843881857,0,0,0,0.210970464,2.320675105,0,0.210970464,0,0,0,0,0,0,0,1.265822785,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53164557
963,6.533,1.183,77,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,1.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0.694444444,0,0,0,34.72222222,0,0,0,0,1.736111111,0,0,0,0.347222222,0.347222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,52.43055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222,0,0,0,0,0,0.347222222,0,0,0,0,0,1.388888889,1.041666667,0,0,0,0.347222222,0,0,0,0,0,0,0.347222222,0,0,0,0,0.347222222,0,0,0,0,0,0,0,0,0.347222222
964,6.767,1.183,95,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0.34965035,0,3.146853147,1.048951049,0,0,0,0,0,0,0,0,0,0,0,7.342657343,0,0,0,11.18881119,0,0,0,0,2.097902098,1.048951049,0,0,0.34965035,0,0.34965035,0.699300699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748251748,0,1.398601399,0,0,0,0,0,0,0,0,0,0,0,7.342657343,54.54545455,0,0,0,0,0,0,0,0,0,0,0,0.34965035,1.048951049,0,0,0,0,0.34965035,0,0,0,0,0,0.34965035,0.34965035,0,0,0,0,0,2.797202797,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748251748
965,6.533,1.367,75,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0.682593857,0,0.682593857,0,0,0,0,0,0,0,0,0,2.730375427,0,0,4.778156997,0,0,0,11.94539249,0,0,0,0,0,0,0,0,1.023890785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65187713,61.4334471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0.682593857,0,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0,1.365187713
966,7.017,0.683,337,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Eastern Guinean forests,11,1.498127341,0,3.745318352,0,0,0,0,0,0,0,0,0,2.621722846,0,0,2.247191011,0,0,0,14.60674157,0,0,0,0,0.374531835,0,0,0,1.498127341,0.374531835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61423221,0,1.872659176,0,0,0,0,0,0,0,0,0,10.48689139,17.60299625,0,0,0,0,0,0,0,0,0,0,0,0.74906367,0,0,0,0,0,0,0,0,0,0,0,1.498127341,0,1.872659176,0,0,0,0,0.74906367,0,0,0,0.374531835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.21348315
967,6.6,1.5,76,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,22.83464567,0,0,0,0,0,0,0,0,0,0,0,0,0.787401575,0,0,0,16.53543307,0,0,0,0,1.57480315,0,0,0,0.787401575,1.57480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32283465,22.04724409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787401575,0,0,0,0,0,0,0,1.57480315,0,0,0,0.787401575,5.511811024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.874015748
968,7.017,0.683,337,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Eastern Guinean forests,11,0,0,17.76315789,0.328947368,0,0,0,0,0,0,0,0,31.25,0,0,2.960526316,0,0,0,1.315789474,0,0,0,0,3.289473684,0,0,0,1.973684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,8.552631579,0,8.881578947,0,0,0,0,0,0,0,0,0,2.302631579,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,1.315789474,0.328947368,5.263157895,0,0,0,0,3.289473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657894737,0,0,0,0,0,0,0,0,5.921052632
969,6.667,1.6,66,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Guinean forest-savanna mosaic,7,0,0,34.21052632,0.328947368,0,0,0,0,0,0,0,0,0,0,0,2.302631579,0,0,0,4.934210526,0,0,0,0,0,0,0,0,0.328947368,0,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0,0,0,0.328947368,20.39473684,25.98684211,0,0,0.657894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0.986842105,0,0,0,0.328947368,0.986842105,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0.657894737,0,0,0,0,0,0,2.631578947
970,7.017,0.65,576,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Eastern Guinean forests,11,0.338983051,0,0.338983051,0.338983051,0,0,0,0,0,0,0,0,0.338983051,0,0,1.694915254,0,0,0,0,0,0,0,0,3.050847458,0,0,0,5.084745763,0,0,0,0,0,3.728813559,0,0,0,0,0,0,0,0,0,0,0,0,18.30508475,0,26.77966102,0,1.016949153,0,0,0,0,0,0,0,0,0,10.16949153,18.30508475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355932203,0,0,0,0,0,0,0.338983051,0,0,0,0,0,5.762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0,2.711864407
